100 Meters (Men)
Eva Dieterich, GER, 31:45.18
Francine Niyomukunzi, BDI, 31:48.30
Sarah Chelangat, UGA, 32:01.15
Nubia De Oliveira Silva, BRA, 34:06.56
Gudaf Tsegay, ETH, 29:05.92
Fotyen Tesfay, ETH, 29:47.71
Tsigie Gebreselama, ETH, 29:48.34
Ejgayehu Taye, ETH, 29:50.52
Nadia Battocletti, ITA, 30:43.35
100m Hurdles (Women)
Masai Russell, USA, 12.17
Grace Stark, USA, 12.21
Tobi Amusan, NGR, 12.12
Nadine Visser, NED, 12.28
Ackera Nugent, JAM, 12.24
Danielle Williams, JAM, 12.31
Alaysha Johnson, USA, 12.31
Megan Tapper, JAM, 12.34
Kendra Harrison, USA, 12.20
Dita Kambundji, SUI, 12.40
Devynne Charlton, BAH, 12.44
Kerrica Hill, JAM, 12.54
Pia Skrzyszowska, POL, 12.37
Marione Fourie, RSA, 12.49
Viktória Forster, SVK, 12.63
Amoj Brown, JAM, 12.51
Lotta Harala, FIN, 12.65
Maayke Tjin-A-Lim, NED, 12.66
Giada Carmassi, ITA, 12.69
Aasia Laurencin, LCA, 12.69
Sacha Alessandrini, FRA, 12.70
Yanla Ndjip-Nyemeck, BEL, 12.71
Greisys Roble, CUB, 12.71
Hitomi Niiya, JPN, 12.72
Mako Fukube, JPN, 12.73
Nooralotta Neziri, FIN, 12.73
Luca Kozák, HUN, 12.69
Sarah Lavin, IRL, 12.62
Tatiana Aholou, CAN, 12.77
Anna Tóth, HUN, 12.77
Mariam Abdul-Rashid, CAN, 12.60
Charisma Taylor, BAH, 12.63
Yumi Tanaka, JPN, 12.80
Karin Strametz, AUT, 12.81
Saara Keskitalo, FIN, 12.81
Alicja Sielska, POL, 12.81
Elena Carraro, ITA, 12.84
Reetta Hurske, FIN, 12.68
Nika Glojnarič, SLO, 12.92
Denisha Cartwright, BAH, 12.60
Yanni Wu, CHN, 12.74
Sidonie Fiadanantsoa, MAD, 12.85
Ketiley Batista, BRA, 13.00
Dina Aulia, INA, 13.11
Liz Clay, AUS, 12.71
Lai Yiu Lui, HKG, 13.15
Thi My Tien Huynh, VIE, 13.46
Nathalie Abigail Almendarez, ESA, 13.67
Cecilia Francisco Guambe, MOZ, 13.77
400m Hurdles (Women)
Femke Bol, NED, 51.91
Savannah Sutherland, CAN, 52.46
Dalilah Muhammad, USA, 52.58
Anna Cockrell, USA, 52.89
Jasmine Jones, USA, 53.18
Emma Zapletalová, SVK, 53.18
Andrenette Knight, JAM, 53.67
Akala Garrett, USA, 53.73
Rushell Clayton, JAM, 53.81
Gianna Woodruff, PAN, 53.89
Emily Newnham, GBR, 54.08
Naomi Van Den Broeck, BEL, 54.12
Ayomide Folorunso, ITA, 54.21
Zenéy Van Der Walt, RSA, 54.25
Sarah Carli, AUS, 54.29
Eileen Demes, GER, 54.29
Amalie Iuel, NOR, 54.38
Paulien Couckuyt, BEL, 54.45
Fatoumata Binta Diallo, POR, 54.52
Shiann Salmon, JAM, 54.56
Michelle Smith, ISV, 54.56
Alice Muraro, ITA, 54.57
Kemi Adekoya, BRN, 54.63
Jiadie Mo, CHN, 54.65
Lina Nielsen, GBR, 54.66
Tia-Adana Belle, BAR, 54.67
Elena Kelety, GER, 54.68
Daniela Fra, ESP, 54.69
Daniela Ledecká, SVK, 54.69
Louise Maraval, FRA, 54.86
Rebecca Sartori, ITA, 54.91
Hilla Uusimäki, FIN, 54.94
Sanique Walker, JAM, 54.94
Alanah Yukich, AUS, 55.04
Anna Gryc, POL, 55.07
Ashley Miller, ZIM, 55.09
Linda Olivieri, ITA, 55.19
Moa Granat, SWE, 55.28
Kristiina Halonen, FIN, 55.32
Sára Mátó, HUN, 55.36
Grace Claxton, PUR, 55.67
Daniela Rojas Gutierrez, CRC, 55.67
Rogail Joseph, RSA, 56.00
Yanique Haye-Smith, TKS, 56.74
Robyn Brown, PHI, 56.96
3000m Steeplechase (Women)
Winfred Yavi, BRN, 8:45.25
Faith Cherotich, KEN, 8:48.71
Peruth Chemutai, UGA, 8:51.77
Doris Lemngole, KEN, 8:58.15
Norah Jeruto, KAZ, 8:59.46
Sembo Almayew, ETH, 8:59.90
Marwa Bouzayani, TUN, 9:06.84
Alemnat Walle, ETH, 9:06.88
Kaylee Mitchell, USA, 9:08.66
Lexy Halladay, USA, 9:08.68
Lea Meyer, GER, 9:09.21
Alice Finot, FRA, 9:09.84
Angelina Napoleon, USA, 9:10.72
Kristlin Gear, USA, 9:11.64
Parul Chaudhary, IND, 9:12.46
Lomi Muleta, ETH, 9:13.44
Elise Thorner, GBR, 9:15.06
Pamela Kosgei, KEN, 9:15.93
Daisy Jepkemei, KAZ, 9:15.98
Flavie Renouard, FRA, 9:17.27
Sarah Tait, GBR, 9:18.66
Celestine Jepkosgei Biwot, KEN, 9:19.22
Rihab Dhahri, TUN, 9:20.17
Cara Feain-Ryan, AUS, 9:22.01
Kinga Królik, POL, 9:22.14
Marta Serrano, ESP, 9:24.26
Adva Cohen, ISR, 9:24.46
Veerle Bakker, NED, 9:25.53
Alicja Konieczek, POL, 9:26.12
Olivia Gürth, GER, 9:26.63
Grace Fetherstonhaugh, CAN, 9:28.42
Gesa Felicitas Krause, GER, 9:28.75
Ilona Mononen, FIN, 9:29.52
Ankita, IND, 9:31.99
Stella Rutto, ROU, 9:37.49
Miu Saito, JPN, 9:38.16
Loice Chekwemoi, UGA, 9:38.54
Tatiane Raquel da Silva, BRA, 9:40.07
Amy Cashin, AUS, 9:42.76
Marathon (Women)
Tigst Assefa, ETH, 2:15:50
Sutume Asefa Kebede, ETH, 2:16:31
Magdalyne Masai, KEN, 2:19:28
Shitaye Eshete, BRN, 2:20:32
Deshun Zhang, CHN, 2:20:53
Sayaka Sato, JPN, 2:20:59
Jackline Cherono, KEN, 2:21:14
Kana Kobayashi, JPN, 2:21:19
Yuka Suzuki, JPN, 2:21:33
Eunice Chebichii Chumba, BRN, 2:21:35
Stella Chesang, UGA, 2:22:42
Erika Kemp, USA, 2:22:56
Dolshi Tesfu, ERI, 2:23:17
Yuka Ando, JPN, 2:23:37
Manon Trapp, FRA, 2:23:38
Lonah Chemtai Salpeter, ISR, 2:24:03
Tigist Gashaw, BRN, 2:24:44
Rahma Tahiri, MAR, 2:25:02
Kaoutar Farkoussi, MAR, 2:25:12
Cuomu Ciren, CHN, 2:26:52
Julia Paternain, URU, 2:27:09
Khishigsaikhan Galbadrakh, MGL, 2:27:11
Fatima Azzahraa Ouhaddou Nafie, ESP, 2:27:14
Sheyla Eulogio Paucar, PER, 2:27:52
Maor Tiyouri, ISR, 2:28:01
Rebecca Lonedo, ITA, 2:28:42
Mary Zenaida Granja, ECU, 2:28:46
Zhixuan Li, CHN, 2:28:51
Susanna Sullivan, USA, 2:29:30
Solange Jesus, POR, 2:29:39
Ye-jin Lim, KOR, 2:30:14
Nóra Szabó, HUN, 2:30:31
Kyungsun Choi, KOR, 2:30:31
Chiara Milena Mainetti, ARG, 2:30:54
Aydee Loayza, PER, 2:30:55
Anne Luijten, NED, 2:31:27
Aleksandra Brzezińska, POL, 2:31:54
Alina Armas, NAM, 2:32:34
Atalena Napule Gaspore Loliha, SSD, 2:33:22
Fortunate Chidzivo, ZIM, 2:33:30
Tara Palm, AUS, 2:34:15
Nicole Urra, CHI, 2:34:37
Karen Ehrenreich, DEN, 2:34:56
Magaly Garcia, VEN, 2:36:54
Nina Usubyan, ARM, 2:40:40
Margarita Hernandez Flores, MEX, 2:42:05
Zaida Ramos, PER, 2:54:59
Tigst Ketema, ETH, 2:16:07
Peres Jepchirchir, KEN, 2:16:16
Laura Luengo, ESP, 2:22:31
Natasha Wodak, CAN, 2:23:12
Juliet Chekwel, UGA, 2:23:13
Moira Stewartová, CZE, 2:23:44
Fionnuala McCormack, IRL, 2:23:46
Fatima Ezzahra Gardadi, MAR, 2:24:12
Mercyline Chelangat, UGA, 2:24:12
Munkhzaya Bayartsogt, MGL, 2:24:45
Susana Santos, POR, 2:24:46
Salomé Rocha, POR, 2:24:47
Silvia Patricia Ortiz Morocho, ECU, 2:24:50
Alisa Vainio, FIN, 2:25:36
Jessica McClain, USA, 2:25:46
Clementine Mukandanga, RWA, 2:25:54
Annie Frisbie, USA, 2:26:18 (Alternate)
Julia Mayer, AUT, 2:26:43
Izabela Paszkiewicz, POL, 2:27:41
Isabel Oropeza, MEX, 2:27:57
Neheng Khatala, LES, 2:28:06
Vanessa Wilson, AUS, 2:28:34
Nawal Yahi, ALG, 2:29:46
Sarah Klein, AUS, 2:30:10
Diana Bogantes, CRC, 2:32:08
Hanne Andersen Maridal, NOR, 2:32:14
Marcella Herzog, NED, 2:33:10
Anja Fink, SLO, 2:33:42
Adrijana Pop Arsova Rashikj, MKD, 2:35:29
Sara Schou Kristensen, DEN, 2:38:38
High Jump (Women)
Nicola Olyslagers, AUS, 2.04
Yaroslava Mahuchikh, UKR, 2.10
Yulia Levchenko, UKR, 2.02
Morgan Lake, GBR, 2.00
Christina Honsel, GER, 2.00
Eleanor Patterson, AUS, 2.02
Imke Onnen, GER, 1.98
Maria Żodżik, POL, 1.98
Vashti Cunningham, USA, 2.02
Merel Maes, BEL, 1.97
Angelina Topić, SRB, 1.98
Elena Kulichenko, CYP, 1.97
Michaela Hrubá, CZE, 1.95
Engla Nilsson, SWE, 1.94
Sanaa Barnes, USA, 1.94
Charity Hufnagel, USA, 1.94
Kateryna Tabashnyk, UKR, 1.99
Rose Amoanimaa Yeboah, GHA, 1.97
Dacsy Adelina Brisón, CUB, 1.93
Lilianna Bátori, HUN, 1.93
Buse Savaşkan, TUR, 1.93
Lamara Distin, JAM, 2.00
Idea Pieroni, ITA, 1.93
Asia Tavernini, ITA, 1.92
Nagisa Takahashi, JPN, 1.92
Marija Vuković, MNE, 1.97
Britt Weerman, NED, 1.96
Tatiana Gkousin, GRE, 1.94
Emily Whelan, AUS, 1.91
Styliana Ioannidou, CYP, 1.91
Emma Gates, USA, 1.91
Ellen Ekholm, SWE, 1.91
Fatoumata Balley, GUI, 1.90
Elisabeth Pihela, EST, 1.92
Ella Junnila, FIN, 1.97
Lia Apostolovski, SLO, 1.95
Hellen Tenorio, COL, 1.92
Pole Vault (Women)
Amanda Moll, USA, 4.91
Katie Moon, USA, 4.95
Molly Caudery, GBR, 4.92
Sandi Morris, USA, 5.00
Hana Moll, USA, 4.81
Angelica Moser, SUI, 4.88
Juliana de Menis Campos, BRA, 4.76
Tina Šutej, SLO, 4.82
Marie-Julie Bonnin, FRA, 4.75
Brynn King, USA, 4.75
Amálie Švábíková, CZE, 4.80
Elien Vekemans, BEL, 4.73
Lene Onsrud Retzius, NOR, 4.73
Olivia McTaggart, NZL, 4.73
Roberta Bruni, ITA, 4.73
Elina Lampela, FIN, 4.70
Imogen Ayris, NZL, 4.67
Eliza McCartney, NZL, 4.94
Maryna Kylypko, UKR, 4.70
Chunge Niu, CHN, 4.65
Elisa Molinarolo, ITA, 4.70
Hanga Klekner, HUN, 4.60
Lea Bachmann, SUI, 4.58
Marleen Mülla, EST, 4.57
Saga Andersson, FIN, 4.55
Kitty Friele Faye, NOR, 4.55
Pascale Stöcklin, SUI, 4.60
Jennifer Elizarov, CAN, 4.50
Ariadni Adamopoulou, GRE, 4.50
Wilma Murto, FIN, 4.85
Kajsa Roth, SWE, 4.42
Iana Gladilchuk, UKR, 4.61
Misaki Morota, JPN, 4.48
Miré Reinstorf, RSA, 4.35
Beatriz Chagas, BRA, 4.32
Nina Kennedy, AUS, 4.91
Long Jump (Women)
Tara Davis-Woodhall, USA, 7.12
Malaika Mihambo, GER, 7.07i
Larissa Iapichino, ITA, 7.06
Hilary Kpatcha, FRA, 7.02
Claire Bryant, USA, 6.96i
Natalia Linares, COL, 6.92
Pauline Hondema, NED, 6.91
Quanesha Burks, USA, 6.90
Annik Kälin, SUI, 6.90i
Alyssa Jones, USA, 6.90
Jazmin Sawyers, GBR, 6.89
Agate De Sousa, POR, 6.84
Lissandra Maysa Campos, BRA, 6.84
Fátima Diame, ESP, 6.82
Alina Rotaru-Kottmann, ROU, 6.81
Ese Brume, NGR, 6.79
Alysbeth Felix Boyer, PUR, 6.78
Marthe Koala, BUR, 6.75
Milica Gardašević, SRB, 6.75i
Maja Åskag, SWE, 6.75
Ackelia Smith, JAM, 6.74
Tyra Gittens, TTO, 6.73
Anna Matuszewicz, POL, 6.71i
Plamena Mitkova, BUL, 6.70i
Esraa Owis, EGY, 6.70
Irati Mitxelena, ESP, 6.70
Khaddi Sagnia, SWE, 6.69
Shiqi Xiong, CHN, 6.68
Chantel Malone, IVB, 6.67
Prestina Oluchi Ochonogor, NGR, 6.67
Filippa Fotopoulou, CYP, 6.65
Nikola Horowska, POL, 6.65
Paola Fernandez, PUR, 6.59
Delta Amidzovski, AUS, 6.57
Danielle Nolte, RSA, 6.56
Samantha Dale, AUS, 6.48
Sumire Hata, JPN, 6.47
Triple Jump (Women)
Leyanis Pérez Hernández, CUB, 14.93
Liadagmis Povea, CUB, 14.84
Jasmine Moore, USA, 14.68
Shanieka Ricketts, JAM, 14.64
Thea Lafond, DMA, 14.62
Caroline Joyeux, GER, 14.45
Ackelia Smith, JAM, 14.44
Neja Filipič, SLO, 14.42
Gabriela Petrova, BUL, 14.41
Saly Sarr, SEN, 14.41
Sharifa Davronova, UZB, 14.33
Gabriele Santos, BRA, 14.31
Diana Ana Maria Ion, ROU, 14.31
Erika Giorgia Anoeta Saraceni, ITA, 14.24
Ilionis Guillaume, FRA, 14.19
Elena Andreea Taloș, ROU, 14.19
Maja Åskag, SWE, 14.18
Regiclecia Candido, BRA, 14.17
Tuğba Danişmaz, TUR, 14.16
Ivana Španović, SRB, 14.15
Senni Salminen, FIN, 14.13
Janne Nielsen, DEN, 14.13
Anne-Suzanna Fosther-Katta, CMR, 14.08
Ilona Masson, BEL, 14.06
Jessie Maduka, GER, 14.04
Linda Suchá, CZE, 14.03
Oxana Koreneva, GRE, 14.03
Dovilė Kilty, LTU, 13.95
Maoko Takashima, JPN, 13.94
Yi Li, CHN, 13.93
Desleigh Owusu, AUS, 13.86
Mariko Morimoto, JPN, 13.83
Olha Korsun, UKR, 13.82
Agur Dwol, USA, 13.80
Yulimar Rojas, VEN, -- 
Dariya Derkach, ITA, --
Shot Put (Women)
Chase Jackson, USA, 20.95
Jessica Schilder, NED, 20.69
Sarah Mitton, CAN, 20.68
Yemisi Ogunleye, GER, 20.27
Jaida Ross, USA, 20.13
Maddison-Lee Wesche, NZL, 20.06
Maggie Ewen, USA, 19.94
Lijiao Gong, CHN, 19.79
Fanny Roos, SWE, 19.66
Jessica Ramsey, USA, 19.56
Axelina Johansson, SWE, 19.31
Linru Zhang, CHN, 19.29
Auriol Dongmo, POR, 19.26
Katharina Maisch, GER, 19.25
Jessica Inchude, POR, 19.21
Jessica Woodard, USA, 19.10 (Alternate)
Alina Kenzel, GER, 18.91
Jorinde van Klinken, NED, 18.89
Sara Lennman, SWE, 18.45
Emilia Kangas, FIN, 18.42
Eliana Bandeira, POR, 18.40
Yue Sun, CHN, 18.14
Treneese Hamilton, DMA, 18.14
Colette Uys, RSA, 18.14
Lloydricia Cameron, JAM, 18.12
Eveliina Rouvali, FIN, 18.03
Kelsie Murrel-Ross, GRN, 18.00
Ashley Erasmus, RSA, 17.99
Dianelis Delís, CUB, 17.89
Miné de Klerk, RSA, 17.87
Ching-Yuan Chiang, TPE, 17.83
Ivana Xennia Gallardo, CHI, 17.78
Senja Mäkitörmä, FIN, 17.76
Erna Sóley Gunnarsdóttir, ISL, 17.63
Miryam Mazenauer, SUI, 17.55
Ana Caroline Silva, BRA, 17.15
Discus Throw (Women) 
Valarie Allman, USA, 73.52
Laulauga Tausaga, USA, 70.72
Veronica Fraley, USA, 68.72 (Alternate)
Gabi Jacobs, USA, 68.21
Shanice Craft, GER, 68.10
Kristin Pudenz, GER, 67.61
Jorinde van Klinken, NED, 67.15
Sandra Elkasević, CRO, 66.97
Silinda Moráles, CUB, 65.80
Vanessa Kamga, SWE, 65.67
Marike Steinacker, GER, 65.64
Alida van Daalen, NED, 65.45
Liliana Cá, POR, 65.35
Samantha Hall, JAM, 64.97
Obiageri Pamela Amaechi, NGR, 64.80
Bin Feng, CHN, 64.19
Chioma Onyekwere-Lyons, NGR, 64.12
Marija Tolj, CRO, 64.04
Melina Robert-Michon, FRA, 64.02
Izabela da Silva, BRA, 63.70
Amanda Ngandu-Ntumba, FRA, 63.59
Shelby Frank, USA, 63.37
Andressa de Morais, BRA, 63.32
Irina Rodrigues, POR, 63.17
Daisy Osakue, ITA, 63.10
Julia Tunks, CAN, 62.95
Caisa-Marie Lindfors, SWE, 62.57
Melany del Pilar Matheus, CUB, 61.93
Ieva Gumbs, LTU, 61.86
Alexandra Emilianov, MDA, 61.84
Daria Zabawska, POL, 61.65
Nora Monie, CMR, 61.33
Özlem Becerek, TUR, 61.15
Lisa Brix Pedersen, DEN, 61.03
Taryn Gollshewsky, AUS, 60.66
Zhichao Jiang, CHN, 60.10
Subenrat Insaeng, THA, 59.10
Nanaka Kori, JPN, 59.08
Hammer Throw (Women)
Brooke Andersen, USA, 79.29
Camryn Rogers, CAN, 78.88
Rachel Richeson, USA, 78.80
DeAnna Price, USA, 78.53
Jiale Zhang, CHN, 77.24
Krista Tervo, FIN, 77.14
Silja Kosonen, FIN, 77.07
Jie Zhao, CHN, 76.60
Janee’ Kassanavoid, USA, 76.42
Anita Włodarczyk, POL, 74.70
Katrine Koch Jacobsen, DEN, 74.21
Bianca Florentina Ghelber, ROU, 73.99
Rose Loga, FRA, 73.17
Beatrice Nedberge Llano, NOR, 73.08
Anna Purchase, GBR, 72.96
Janeah Stewart, USA, 72.87 (Alternate)
Jillian Weir, CAN, 72.61
Sara Fantini, ITA, 72.56
Aileen Kuhn, GER, 72.53
Stamatia Alexandra Scarvelis, GRE, 71.95
Nicola Tuthill, IRL, 71.75
Samantha Borutta, GER, 71.60
Guðrún Karítas Hallgrímsdóttir, ISL, 71.38
Stephanie Ratcliffe, AUS, 71.37
Lara Roberts, AUS, 70.97
Nayoka Clunis, JAM, 70.85
Zahra Tatar, ALG, 70.82
Zsanett Németh, HUN, 70.66
Ewa Różańska, POL, 70.51
Suvi Niiranen, FIN, 70.43
Katarzyna Furmanek, POL, 70.38
Rebecka Hallerth, SWE, 70.37
Oyesade Olatoye, NGR, 70.27
Valentina Savva, CYP, 70.22
Lauren Bruce, NZL, 69.90
Iryna Klymets, UKR, 69.79
Yipsi Moreno, ALB, 68.74
Javelin Throw (Women)
Victoria Hudson, AUT, 67.76
Adriana Vilagoš, SRB, 67.22
Sigrid Borge, NOR, 65.66
Elina Tzengko, GRE, 64.90
Haruka Kitaguchi, JPN, 64.63
Qianqian Dai, CHN, 64.38
Manuela Rotundo, URU, 64.17
Lianna Davidson, AUS, 63.79
Lingdan Su, CHN, 63.29
Jo-Ane du Plessis, RSA, 62.77
Annu Rani, IND, 62.59
Tori Moorby, NZL, 62.50
Liveta Jasiūnaitė, LTU, 62.38
Juleisy Angulo, ECU, 62.33
Jucilene Sales de Lima, BRA, 62.32
Momone Ueda, JPN, 62.20
Flor Denis Ruiz Hurtado, COL, 62.04
Valentina Barrios, COL, 62.00
Mackenzie Little, AUS, 61.96
Rhema Otabor, BAH, 61.94
Marija Vučenović, SRB, 61.61
Anete Sietiņa, LAT, 61.60
Małgorzata Maślak-Glugla, POL, 61.42
Sara Kolak, CRO, 61.20
Marie-Therese Obst, NOR, 60.91
Andrea Železná, CZE, 60.88
Evelyn Bliss, USA, 60.81
Sae Takemoto, JPN, 60.51
Maria Andrejczyk, POL, 60.42
Petra Sičáková, CZE, 60.35
Irene Jepkemboi, KEN, 60.31
Daniella Mieko Nisimura, BRA, 60.27
Esra Türkmen, TUR, 60.07
Madison Wilt rout, USA, 60.03
Eda Tuğsuz, TUR, 59.76
Līna Mūze-Sirmā, LAT, 57.37
Heptathlon (Women)
Anna Hall, USA, 7032
Sofie Dokter, NED, 6576
Saga Vanninen, FIN, 6563
Taliyah Brooks, USA, 6526
Kate O’Connor, IRL, 6487
Martha Araujo, COL, 6475
Michelle Atherley, USA, 6465
Annik Kälin, SUI, 6395
Abigail Pawlett, GBR, 6320
Sandrina Sprengel, GER, 6315
María Vicente, ESP, 6295
Beatričė Juškevičiūtė, LTU, 6295
Adrianna Sułek-Schubert, POL, 6287
Pippi Lotta Enok, EST, 6285
Vanessa Grimm, GER, 6249
Tori West, AUS, 6107
Timara Chapman, USA, 6065
Camryn Newton-Smith, AUS, 6017
Auriana Lazraq-Khlass, FRA, 5888
Nafissatou Thiam, BEL, 7013
Katarina Johnson-Thompson, GBR, 6981
Emma Oosterwegel, NED, 6590
Sveva Gerevini, ITA, 6379
Jade O’Dowda, GBR, 6314
20 Kilometers Race Walk (Women)
Nanako Fujii, JPN, 1:26:33
María Pérez, ESP, 1:27:22
Li Ma, CHN, 1:27:32
Alegna González, MEX, 1:27:28
Li Peng, CHN, 1:27:45
Antia Chamosa, ESP, 1:27:55
Lyudmila Olyanovska, UKR, 1:28:05
Clémence Beretta, FRA, 1:28:05
Quanming Wu, CHN, 1:28:06
Kimberly García León, PER, 1:28:11
Rebecca Henderson, AUS, 1:28:11
Kumiko Okada, JPN, 1:28:17
Elizabeth McMillen, AUS, 1:28:18
Pauline Stey, FRA, 1:28:18
Antonella Palmisano, ITA, 1:28:28
Paula Milena Torres, ECU, 1:28:29
Viviane Lyra, BRA, 1:28:30
Hanna Shevchuk, UKR, 1:28:37
Ilse Guerrero, MEX, 1:28:43
Mary Luz Andia, PER, 1:28:49
Alexandrina Mihai, ITA, 1:28:57
Lucy Alejandra Mendoza Malagon, COL, 1:29:01
Mariia Sakharuk, UKR, 1:29:13
Antigoni Ntrisimpioti, GRE, 1:29:16
Katarzyna Zdziebło, POL, 1:29:19
Evelyn Inga, PER, 1:29:19
Olivia Sandery, AUS, 1:29:19
Paula Juarez, ESP, 1:29:24
Federica Curiazzi, ITA, 1:29:44
Meryem Bekmez, TUR, 1:30:00
Yasmina Toxanbayeva, KAZ, 1:30:18
Ayane Yanai, JPN, 1:30:25
Laura Cristina Mojica Chalarca, COL, 1:30:36
Magaly Beatriz Bonilla, ECU, 1:31:19
Hana Burzalová, SVK, 1:31:48
Jekaterina Mirotvortseva, EST, 1:31:52
Valentina Trapletti, ITA, 1:32:16
Vitória Oliveira, POR, 1:32:22
Alexandra Griffin, AUS, 1:32:43
Tiziana Spiller, HUN, 1:33:18
Johana Ordóñez, ECU, 1:33:35
Mirna Ortíz, GUA, 1:34:07
Gabriela de Sousa, BRA, 1:34:32
Rachelle de Orbeta, PUR, 1:35:12
Christina Papadopoulou, GRE, 1:36:54
Panagiota Tsinopoulou, GRE, 1:41:57
Jiayu Yang, CHN, 1:23:49
Erica Sena, BRA, 1:26:59
Cristina Montesinos, ESP, 1:28:43
Alejandra Ortega, MEX, 1:29:29
Sintayehu Masire, ETH, 1:37:46
Lauren Harris, USA, 1:45:18
35 Kilometers Race Walk (Women)
María Pérez, ESP, 2:38:59
Antonella Palmisano, ITA, 2:39:35
Li Ma, CHN, 2:40:49
Nicole Colombi, ITA, 2:41:47
Eleonora Anna Giorgi, ITA, 2:41:54
Hang Yin, CHN, 2:42:34
Olivia Sandery, AUS, 2:42:40
Hanna Shevchuk, UKR, 2:42:41
Paula Milena Torres, ECU, 2:44:26
Alegna González, MEX, 2:44:28
Karla Ximena Serrano, MEX, 2:44:45
Li Peng, CHN, 2:45:21
Mary Luz Andia, PER, 2:45:44
Kimberly García León, PER, 2:45:59
Cristina Montesinos, ESP, 2:46:18
Yukiko Umeno, JPN, 2:46:53
Rebecca Henderson, AUS, 2:46:55
Katarzyna Zdziebło, POL, 2:46:59
Allanah Pitcher, AUS, 2:47:26
Raquel González, ESP, 2:47:35
Antigoni Ntrisimpioti, GRE, 2:47:42
Johana Ordóñez, ECU, 2:47:49
Viviane Lyra, BRA, 2:48:37
Viktória Madarász, HUN, 2:50:39
Hana Burzalová, SVK, 2:50:52
Valeria Ortuño, MEX, 2:51:02
Alexandra Griffin, AUS, 2:51:54
Masumi Fuchise, JPN, 2:55:23
Agnieszka Ellward, POL, 2:55:51
Maika Yagi, JPN, 2:56:18
Karla Jaramillo, ECU, 2:56:28
Priyanka, IND, 2:56:34
Galina Yakusheva, KAZ, 2:57:27
Olivia Lundman, CAN, 3:00:11
Ema Hačundová, SVK, 3:00:30
Miranda Melville, USA, 3:02:46
Olga Fiaska, GRE, 3:02:48
Mayara Luize Vicentainer, BRA, 3:03:33
Elianay Pereira, BRA, 3:04:51
Katie Burnett, USA, 3:05:12
Maria Michta-Coffey, USA, 3:06:23
Polina Repina, KAZ, 3:07:36
Stephanie Casey, USA, 3:10:36
Brigitte Coaquira Albarracin, PER, 3:10:51
Joana Pontes, POR, 3:11:18
Naomi Garcia, PUR, 3:11:43
Jessica Groenewald, RSA, 3:13:17
Efstathia Kourkoutsaki, GRE, 3:14:16
Sofia Alikanioti, GRE, 3:14:29
Kader Güvenç, TUR, 3:17:16
